#YY  MM DD hh mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr  mo dy hr mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2019 05 07 23 00,100,1.5,3.6,MM,MM,MM,MM,1011.7,26.4,25.8,MM,MM,-0.8,MM
2019 05 07 23 06,100,1.5,3.1,MM,MM,MM,MM,1011.7,26,25.8,MM,MM,MM,MM
2019 05 07 23 12,100,2.1,3.6,MM,MM,MM,MM,1011.6,26.9,25.8,MM,MM,MM,MM
2019 05 07 23 18,100,2.1,3.6,MM,MM,MM,MM,1011.6,27.1,25.8,MM,MM,MM,MM
2019 05 07 23 24,110,2.1,4.1,MM,MM,MM,MM,1011.6,27.2,25.8,MM,MM,MM,MM
2019 05 07 23 30,110,1,3.1,MM,MM,MM,MM,1011.5,26.7,25.8,MM,MM,MM,MM
2019 05 07 23 36,100,2.1,4.1,MM,MM,MM,MM,1011.4,27.6,25.8,MM,MM,MM,MM
2019 05 07 23 42,110,2.1,4.1,MM,MM,MM,MM,1011.4,27.8,25.8,MM,MM,MM,MM
2019 05 07 23 48,90,1.5,4.6,MM,MM,MM,MM,1011.4,27.4,25.8,MM,MM,MM,MM
2019 05 07 23 54,100,1.5,3.1,MM,MM,MM,MM,1011.4,27,25.9,MM,MM,MM,MM
2019 05 08 00 00,130,1.5,3.1,MM,MM,MM,MM,1011.3,27.7,25.9,MM,MM,-1.1,MM
2019 05 08 00 06,90,1,2.1,MM,MM,MM,MM,1011.3,26.2,25.9,MM,MM,MM,MM
2019 05 08 00 12,100,1,2.6,MM,MM,MM,MM,1011.2,26.5,25.9,MM,MM,MM,MM
2019 05 08 00 18,100,1,2.6,MM,MM,MM,MM,1011.2,25.9,25.9,MM,MM,MM,MM
2019 05 08 00 24,110,1.5,3.1,MM,MM,MM,MM,1011.2,26.9,25.9,MM,MM,MM,MM
2019 05 08 00 30,100,1.5,3.1,MM,MM,MM,MM,1011.2,26.8,25.9,MM,MM,MM,MM
2019 05 08 00 36,100,2.1,3.6,MM,MM,MM,MM,1011.2,27,25.9,MM,MM,MM,MM
2019 05 08 00 42,110,1.5,3.6,MM,MM,MM,MM,1011.2,26.9,25.9,MM,MM,MM,MM
2019 05 08 00 48,100,2.6,4.6,MM,MM,MM,MM,1011.1,26.9,25.9,MM,MM,MM,MM
2019 05 08 00 54,100,2.1,4.1,MM,MM,MM,MM,1011.1,27.2,25.9,MM,MM,MM,MM
2019 05 08 01 00,100,1.5,3.1,MM,MM,MM,MM,1011,26.6,25.9,MM,MM,-1.2,MM
2019 05 08 01 06,100,1.5,4.1,MM,MM,MM,MM,1011,26.6,25.9,MM,MM,MM,MM
2019 05 08 01 12,100,1.5,3.6,MM,MM,MM,MM,1010.9,26.9,25.9,MM,MM,MM,MM
2019 05 08 01 18,100,1.5,3.1,MM,MM,MM,MM,1010.9,26.7,25.9,MM,MM,MM,MM
2019 05 08 01 24,110,2.6,4.1,MM,MM,MM,MM,1010.9,27.1,26,MM,MM,MM,MM
2019 05 08 01 30,110,2.6,3.6,MM,MM,MM,MM,1010.9,27.6,26,MM,MM,MM,MM
2019 05 08 01 36,110,2.1,4.1,MM,MM,MM,MM,1010.8,27.8,26,MM,MM,MM,MM
2019 05 08 01 42,100,1,2.6,MM,MM,MM,MM,1010.8,26.5,26,MM,MM,MM,MM
2019 05 08 01 48,100,1.5,2.6,MM,MM,MM,MM,1010.8,27,26,MM,MM,MM,MM
2019 05 08 01 54,100,1.5,2.6,MM,MM,MM,MM,1010.8,26.8,26,MM,MM,MM,MM
2019 05 08 02 00,100,1,3.1,MM,MM,MM,MM,1010.8,26.4,26,MM,MM,-0.9,MM
2019 05 08 02 06,90,1.5,3.6,MM,MM,MM,MM,1010.7,26,26,MM,MM,MM,MM
2019 05 08 02 12,90,1.5,3.1,MM,MM,MM,MM,1010.7,25.9,26,MM,MM,MM,MM
2019 05 08 02 18,100,1.5,3.6,MM,MM,MM,MM,1010.8,26.7,26,MM,MM,MM,MM
2019 05 08 02 24,100,1.5,3.1,MM,MM,MM,MM,1010.8,26.6,26,MM,MM,MM,MM
2019 05 08 02 30,100,1.5,3.1,MM,MM,MM,MM,1010.8,26.8,26,MM,MM,MM,MM
2019 05 08 02 36,90,1,2.6,MM,MM,MM,MM,1010.8,26.8,26.1,MM,MM,MM,MM
2019 05 08 02 42,100,1,3.1,MM,MM,MM,MM,1010.8,27.5,26.1,MM,MM,MM,MM
2019 05 08 02 48,80,1,2.1,MM,MM,MM,MM,1010.8,26.3,26.1,MM,MM,MM,MM
2019 05 08 02 54,90,1.5,2.6,MM,MM,MM,MM,1010.9,25.7,26.1,MM,MM,MM,MM
2019 05 08 03 00,80,1.5,2.6,MM,MM,MM,MM,1011,25.6,26.1,MM,MM,-0.3,MM
2019 05 08 03 06,90,1.5,3.1,MM,MM,MM,MM,1011,25.8,26.1,MM,MM,MM,MM
2019 05 08 03 12,110,2.1,3.6,MM,MM,MM,MM,1011.1,26.4,26.1,MM,MM,MM,MM
2019 05 08 03 18,100,1.5,4.1,MM,MM,MM,MM,1011.1,26.3,26.1,MM,MM,MM,MM
2019 05 08 03 24,110,2.1,3.6,MM,MM,MM,MM,1011.2,25.9,26.1,MM,MM,MM,MM
2019 05 08 03 30,110,1.5,3.1,MM,MM,MM,MM,1011.2,25.6,26.1,MM,MM,MM,MM
2019 05 08 03 36,90,1,3.1,MM,MM,MM,MM,1011.3,25.2,26.2,MM,MM,MM,MM
2019 05 08 03 42,80,2.1,2.6,MM,MM,MM,MM,1011.3,24.8,26.2,MM,MM,MM,MM
2019 05 08 03 48,100,1,2.6,MM,MM,MM,MM,1011.4,24.7,26.2,MM,MM,MM,MM
2019 05 08 03 54,90,1,2.6,MM,MM,MM,MM,1011.5,25,26.2,MM,MM,MM,MM
2019 05 08 04 00,90,1,2.6,MM,MM,MM,MM,1011.5,24.9,26.2,MM,MM,0.5,MM
2019 05 08 04 06,90,1,2.1,MM,MM,MM,MM,1011.6,24.7,26.2,MM,MM,MM,MM
2019 05 08 04 12,90,0.5,2.1,MM,MM,MM,MM,1011.7,24.6,26.2,MM,MM,MM,MM
2019 05 08 04 18,90,1,2.1,MM,MM,MM,MM,1011.7,24.7,26.2,MM,MM,MM,MM
2019 05 08 04 24,100,1,2.6,MM,MM,MM,MM,1011.8,24.8,26.2,MM,MM,MM,MM
2019 05 08 04 30,90,1,2.6,MM,MM,MM,MM,1011.8,24.8,26.2,MM,MM,MM,MM
2019 05 08 04 36,90,1,2.1,MM,MM,MM,MM,1011.9,24.7,26.2,MM,MM,MM,MM
2019 05 08 04 42,100,1,2.1,MM,MM,MM,MM,1012,24.7,26.2,MM,MM,MM,MM
2019 05 08 04 48,80,1,2.1,MM,MM,MM,MM,1012.1,24.5,26.2,MM,MM,MM,MM
2019 05 08 04 54,90,0.5,1.5,MM,MM,MM,MM,1012.1,24.5,26.2,MM,MM,MM,MM
2019 05 08 05 00,100,1,1.5,MM,MM,MM,MM,1012.2,24.5,26.2,MM,MM,1.4,MM
2019 05 08 05 06,90,1,2.6,MM,MM,MM,MM,1012.2,24.4,26.2,MM,MM,MM,MM
2019 05 08 05 12,100,1,2.6,MM,MM,MM,MM,1012.4,24.4,26.2,MM,MM,MM,MM
2019 05 08 05 18,110,1,1.5,MM,MM,MM,MM,1012.5,24.3,26.2,MM,MM,MM,MM
2019 05 08 05 24,80,0.5,1.5,MM,MM,MM,MM,1012.5,24.2,26.2,MM,MM,MM,MM
2019 05 08 05 30,90,0.5,1.5,MM,MM,MM,MM,1012.7,24.3,26.2,MM,MM,MM,MM
2019 05 08 05 36,90,1,1.5,MM,MM,MM,MM,1012.7,24.2,26.2,MM,MM,MM,MM
2019 05 08 05 42,MM,0,1,MM,MM,MM,MM,1012.8,24.3,26.2,MM,MM,MM,MM
2019 05 08 05 48,50,1.5,2.1,MM,MM,MM,MM,1012.9,24.3,26.2,MM,MM,MM,MM
2019 05 08 05 54,60,1.5,2.6,MM,MM,MM,MM,1013,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 00,30,1.5,2.1,MM,MM,MM,MM,1013.1,24.4,26.2,MM,MM,2.1,MM
2019 05 08 06 06,30,1.5,2.1,MM,MM,MM,MM,1013.1,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 12,30,1.5,2.1,MM,MM,MM,MM,1013.2,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 18,50,1,2.6,MM,MM,MM,MM,1013.3,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 24,50,1,1.5,MM,MM,MM,MM,1013.4,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 30,80,1,2.1,MM,MM,MM,MM,1013.4,24.3,26.2,MM,MM,MM,MM
2019 05 08 06 36,100,0.5,2.6,MM,MM,MM,MM,1013.4,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 42,80,1.5,2.6,MM,MM,MM,MM,1013.6,24.2,26.2,MM,MM,MM,MM
2019 05 08 06 48,90,0.5,2.1,MM,MM,MM,MM,1013.6,24.4,26.2,MM,MM,MM,MM
2019 05 08 06 54,80,2.1,2.6,MM,MM,MM,MM,1013.7,24.3,26.2,MM,MM,MM,MM
2019 05 08 07 00,80,1,2.6,MM,MM,MM,MM,1013.7,24.3,26.2,MM,MM,2.2,MM
2019 05 08 07 06,90,0.5,2.1,MM,MM,MM,MM,1013.7,24.3,26.2,MM,MM,MM,MM
2019 05 08 07 12,90,0.5,2.6,MM,MM,MM,MM,1013.7,24.3,26.2,MM,MM,MM,MM
2019 05 08 07 18,90,0.5,1.5,MM,MM,MM,MM,1013.8,24.3,26.2,MM,MM,MM,MM
2019 05 08 07 24,80,1.5,2.1,MM,MM,MM,MM,1013.9,24.2,26.2,MM,MM,MM,MM
2019 05 08 07 30,100,0.5,2.1,MM,MM,MM,MM,1013.9,24.3,26.2,MM,MM,MM,MM
2019 05 08 07 36,90,1,1.5,MM,MM,MM,MM,1014,24.3,26.2,MM,MM,MM,MM
2019 05 08 07 42,180,1.5,2.1,MM,MM,MM,MM,1014,24.1,26.2,MM,MM,MM,MM
2019 05 08 07 48,140,0.5,1.5,MM,MM,MM,MM,1014,24.1,26.2,MM,MM,MM,MM
2019 05 08 07 54,MM,0,1,MM,MM,MM,MM,1014,23.9,26.2,MM,MM,MM,MM
2019 05 08 08 00,190,0.5,1,MM,MM,MM,MM,1014,23.9,26.2,MM,MM,1.8,MM
2019 05 08 08 06,190,1,1.5,MM,MM,MM,MM,1014,23.7,26.2,MM,MM,MM,MM
2019 05 08 08 12,200,1,1.5,MM,MM,MM,MM,1014,23.5,26.2,MM,MM,MM,MM
2019 05 08 08 18,210,1,1,MM,MM,MM,MM,1013.9,23.2,26.2,MM,MM,MM,MM
2019 05 08 08 24,MM,0,1,MM,MM,MM,MM,1013.9,23.3,26.2,MM,MM,MM,MM
2019 05 08 08 30,210,1,1.5,MM,MM,MM,MM,1014,23.3,26.2,MM,MM,MM,MM
2019 05 08 08 36,210,1,2.1,MM,MM,MM,MM,1014.1,23.2,26.2,MM,MM,MM,MM
2019 05 08 08 42,210,1,1.5,MM,MM,MM,MM,1014.1,23,26.2,MM,MM,MM,MM
2019 05 08 08 48,190,1,1.5,MM,MM,MM,MM,1014.1,23.2,26.3,MM,MM,MM,MM
2019 05 08 08 54,210,1,1.5,MM,MM,MM,MM,1014.1,23,26.3,MM,MM,MM,MM
2019 05 08 09 00,190,1,1,MM,MM,MM,MM,1014.1,22.9,26.3,MM,MM,1,MM
2019 05 08 09 06,190,1,1,MM,MM,MM,MM,1014.2,22.8,26.3,MM,MM,MM,MM
2019 05 08 09 12,190,1,1,MM,MM,MM,MM,1014.2,22.9,26.3,MM,MM,MM,MM
2019 05 08 09 18,180,1,1.5,MM,MM,MM,MM,1014.3,22.7,26.3,MM,MM,MM,MM
2019 05 08 09 24,190,1,1.5,MM,MM,MM,MM,1014.2,22.6,26.3,MM,MM,MM,MM
2019 05 08 09 30,180,1,1.5,MM,MM,MM,MM,1014.2,22.6,26.3,MM,MM,MM,MM
2019 05 08 09 36,190,1,1,MM,MM,MM,MM,1014.2,22.5,26.3,MM,MM,MM,MM
2019 05 08 09 42,190,1,1.5,MM,MM,MM,MM,1014.2,22.4,26.3,MM,MM,MM,MM
2019 05 08 09 48,190,1,1.5,MM,MM,MM,MM,1014.2,22.4,26.3,MM,MM,MM,MM
2019 05 08 09 54,210,1,1.5,MM,MM,MM,MM,1014.3,22.4,26.3,MM,MM,MM,MM
2019 05 08 10 00,210,1,2.1,MM,MM,MM,MM,1014.3,22.4,26.3,MM,MM,0.6,MM
2019 05 08 10 06,230,1,1.5,MM,MM,MM,MM,1014.2,22.6,26.3,MM,MM,MM,MM
2019 05 08 10 12,220,1,1.5,MM,MM,MM,MM,1014.2,22.4,26.3,MM,MM,MM,MM
2019 05 08 10 18,240,1,1.5,MM,MM,MM,MM,1014.1,22.4,26.3,MM,MM,MM,MM
2019 05 08 10 24,240,1,1.5,MM,MM,MM,MM,1014.1,22.3,26.3,MM,MM,MM,MM
2019 05 08 10 30,210,1,1,MM,MM,MM,MM,1014,22.2,26.3,MM,MM,MM,MM
2019 05 08 10 36,200,1,1,MM,MM,MM,MM,1014,22.2,26.3,MM,MM,MM,MM
2019 05 08 10 42,180,1,1,MM,MM,MM,MM,1013.9,22,26.3,MM,MM,MM,MM
2019 05 08 10 48,180,0.5,1,MM,MM,MM,MM,1013.8,22.2,26.3,MM,MM,MM,MM
2019 05 08 10 54,170,1.5,2.1,MM,MM,MM,MM,1013.7,22.2,26.3,MM,MM,MM,MM
2019 05 08 11 00,190,1,2.1,MM,MM,MM,MM,1013.6,22.1,26.3,MM,MM,-0.4,MM
2019 05 08 11 06,180,0.5,1,MM,MM,MM,MM,1013.6,22,26.3,MM,MM,MM,MM
2019 05 08 11 12,170,0.5,1,MM,MM,MM,MM,1013.6,22,26.3,MM,MM,MM,MM
2019 05 08 11 18,210,0.5,1,MM,MM,MM,MM,1013.5,21.9,26.3,MM,MM,MM,MM
2019 05 08 11 24,230,1,1.5,MM,MM,MM,MM,1013.5,21.7,26.3,MM,MM,MM,MM
2019 05 08 11 30,200,1,1,MM,MM,MM,MM,1013.4,22,26.3,MM,MM,MM,MM
2019 05 08 11 36,190,1,1.5,MM,MM,MM,MM,1013.4,21.8,26.3,MM,MM,MM,MM
2019 05 08 11 42,200,1,1.5,MM,MM,MM,MM,1013.3,21.9,26.3,MM,MM,MM,MM
2019 05 08 11 48,190,1,2.1,MM,MM,MM,MM,1013.2,21.9,26.3,MM,MM,MM,MM
2019 05 08 11 54,200,1,1.5,MM,MM,MM,MM,1013.2,22,26.3,MM,MM,MM,MM
2019 05 08 12 00,210,0.5,1,MM,MM,MM,MM,1013.2,22.2,26.3,MM,MM,-0.9,MM
2019 05 08 12 06,210,0.5,1,MM,MM,MM,MM,1013.2,22.1,26.3,MM,MM,MM,MM
2019 05 08 12 12,230,1,1,MM,MM,MM,MM,1013.2,22.1,26.3,MM,MM,MM,MM
2019 05 08 12 18,230,1,1.5,MM,MM,MM,MM,1013.2,22.1,26.3,MM,MM,MM,MM
2019 05 08 12 24,220,0.5,1,MM,MM,MM,MM,1013.1,22.1,26.3,MM,MM,MM,MM
2019 05 08 12 30,210,1,1,MM,MM,MM,MM,1013,22.1,26.3,MM,MM,MM,MM
2019 05 08 12 36,190,1,1.5,MM,MM,MM,MM,1013,22.1,26.3,MM,MM,MM,MM
2019 05 08 12 42,190,1,1.5,MM,MM,MM,MM,1012.9,22,26.3,MM,MM,MM,MM
2019 05 08 12 48,180,1,1.5,MM,MM,MM,MM,1012.9,22,26.3,MM,MM,MM,MM
2019 05 08 12 54,190,1,2.1,MM,MM,MM,MM,1012.9,22,26.3,MM,MM,MM,MM
2019 05 08 13 00,190,1.5,2.1,MM,MM,MM,MM,1012.9,21.9,26.3,MM,MM,-1.4,MM
2019 05 08 13 06,190,1.5,2.6,MM,MM,MM,MM,1012.9,21.7,26.3,MM,MM,MM,MM
2019 05 08 13 12,190,1.5,2.6,MM,MM,MM,MM,1012.9,21.6,26.3,MM,MM,MM,MM
2019 05 08 13 18,190,1.5,2.6,MM,MM,MM,MM,1012.9,21.6,26.3,MM,MM,MM,MM
2019 05 08 13 24,190,1.5,2.1,MM,MM,MM,MM,1012.9,21.7,26.3,MM,MM,MM,MM
2019 05 08 13 30,190,1.5,2.6,MM,MM,MM,MM,1012.8,21.7,26.3,MM,MM,MM,MM
2019 05 08 13 36,190,1.5,2.6,MM,MM,MM,MM,1012.7,21.7,26.3,MM,MM,MM,MM
2019 05 08 13 42,190,1,2.1,MM,MM,MM,MM,1012.7,21.9,26.3,MM,MM,MM,MM
2019 05 08 13 48,200,1,2.1,MM,MM,MM,MM,1012.8,21.7,26.3,MM,MM,MM,MM
2019 05 08 13 54,250,0.5,1.5,MM,MM,MM,MM,1012.8,21.5,26.3,MM,MM,MM,MM
2019 05 08 14 00,240,1,2.1,MM,MM,MM,MM,1012.9,21.6,26.3,MM,MM,-0.7,MM
2019 05 08 14 06,230,1,1.5,MM,MM,MM,MM,1012.8,21.5,26.3,MM,MM,MM,MM
2019 05 08 14 12,240,1,1.5,MM,MM,MM,MM,1012.8,21.4,26.3,MM,MM,MM,MM
2019 05 08 14 18,220,0.5,1.5,MM,MM,MM,MM,1012.9,21.5,26.2,MM,MM,MM,MM
2019 05 08 14 24,MM,0,1,MM,MM,MM,MM,1013,21.6,26.2,MM,MM,MM,MM
2019 05 08 14 30,220,1,1.5,MM,MM,MM,MM,1013,21.4,26.2,MM,MM,MM,MM
2019 05 08 14 36,MM,0,1.5,MM,MM,MM,MM,1013.1,21.5,26.2,MM,MM,MM,MM
2019 05 08 14 42,MM,0,1,MM,MM,MM,MM,1013.1,21.5,26.2,MM,MM,MM,MM
2019 05 08 14 48,240,1,1.5,MM,MM,MM,MM,1013.2,21.5,26.2,MM,MM,MM,MM
2019 05 08 14 54,240,1,1.5,MM,MM,MM,MM,1013.3,21.3,26.2,MM,MM,MM,MM
2019 05 08 15 00,240,1,1.5,MM,MM,MM,MM,1013.4,21.2,26.2,MM,MM,0,MM
2019 05 08 15 06,240,1,1.5,MM,MM,MM,MM,1013.5,21.2,26.2,MM,MM,MM,MM
2019 05 08 15 12,210,1,1.5,MM,MM,MM,MM,1013.6,21.3,26.2,MM,MM,MM,MM
2019 05 08 15 18,230,1,1.5,MM,MM,MM,MM,1013.6,21.2,26.2,MM,MM,MM,MM
2019 05 08 15 24,210,1,1.5,MM,MM,MM,MM,1013.7,21.3,26.2,MM,MM,MM,MM
2019 05 08 15 30,200,1,1.5,MM,MM,MM,MM,1013.8,21.2,26.2,MM,MM,MM,MM
2019 05 08 15 36,220,1,1.5,MM,MM,MM,MM,1013.8,21.2,26.2,MM,MM,MM,MM
2019 05 08 15 42,230,1,1.5,MM,MM,MM,MM,1013.9,21,26.2,MM,MM,MM,MM
2019 05 08 15 48,240,1,1.5,MM,MM,MM,MM,1013.9,21,26.2,MM,MM,MM,MM
2019 05 08 15 54,210,1,1.5,MM,MM,MM,MM,1014,21.1,26.2,MM,MM,MM,MM
2019 05 08 16 00,200,1,1.5,MM,MM,MM,MM,1014.1,20.9,26.2,MM,MM,1.2,MM
2019 05 08 16 06,220,1,1.5,MM,MM,MM,MM,1014.2,20.9,26.1,MM,MM,MM,MM
2019 05 08 16 12,MM,0,1,MM,MM,MM,MM,1014.2,21,26.1,MM,MM,MM,MM
2019 05 08 16 18,180,0.5,0.5,MM,MM,MM,MM,1014.3,21.4,26.1,MM,MM,MM,MM
2019 05 08 16 24,190,0.5,1,MM,MM,MM,MM,1014.4,21.3,26.1,MM,MM,MM,MM
2019 05 08 16 30,MM,0,1,MM,MM,MM,MM,1014.5,21.3,26.1,MM,MM,MM,MM
2019 05 08 16 36,230,1,1.5,MM,MM,MM,MM,1014.5,21.5,26.1,MM,MM,MM,MM
2019 05 08 16 42,210,1,1,MM,MM,MM,MM,1014.5,21.5,26.1,MM,MM,MM,MM
2019 05 08 16 48,170,1,1,MM,MM,MM,MM,1014.6,21.6,26.1,MM,MM,MM,MM
2019 05 08 16 54,180,1.5,2.1,MM,MM,MM,MM,1014.6,21.6,26.1,MM,MM,MM,MM
2019 05 08 17 00,190,0.5,1.5,MM,MM,MM,MM,1014.6,22.3,26.1,MM,MM,1.7,MM
2019 05 08 17 06,200,1,2.1,MM,MM,MM,MM,1014.8,23,26.1,MM,MM,MM,MM
2019 05 08 17 12,MM,0,1.5,MM,MM,MM,MM,1014.8,23.7,26.1,MM,MM,MM,MM
2019 05 08 17 18,320,0.5,1,MM,MM,MM,MM,1014.9,23.9,26.1,MM,MM,MM,MM
2019 05 08 17 24,MM,0,1,MM,MM,MM,MM,1014.9,24.2,26.1,MM,MM,MM,MM
2019 05 08 17 30,MM,0,1,MM,MM,MM,MM,1015,24.6,26.1,MM,MM,MM,MM
2019 05 08 17 36,MM,0,0.5,MM,MM,MM,MM,1015.1,24.6,26.1,MM,MM,MM,MM
2019 05 08 17 42,MM,0,1,MM,MM,MM,MM,1015.3,24.8,26.1,MM,MM,MM,MM
2019 05 08 17 48,350,0.5,1,MM,MM,MM,MM,1015.3,24.8,26.1,MM,MM,MM,MM
2019 05 08 17 54,MM,0,0.5,MM,MM,MM,MM,1015.4,24.7,26.1,MM,MM,MM,MM
2019 05 08 18 00,320,1,1,MM,MM,MM,MM,1015.5,24.8,26.1,MM,MM,MM,MM
2019 05 08 18 06,330,1,1,MM,MM,MM,MM,1015.6,24.9,26.1,MM,MM,MM,MM
2019 05 08 18 12,MM,0,0.5,MM,MM,MM,MM,1015.7,25.5,26.1,MM,MM,MM,MM
2019 05 08 18 18,MM,0,1,MM,MM,MM,MM,1015.8,26,26.1,MM,MM,MM,MM
2019 05 08 18 24,MM,0,0.5,MM,MM,MM,MM,1015.9,26.1,26.1,MM,MM,MM,MM
2019 05 08 18 30,MM,0,0.5,MM,MM,MM,MM,1016,26.5,26.1,MM,MM,MM,MM
2019 05 08 18 36,MM,0,1,MM,MM,MM,MM,1016.1,27,26.1,MM,MM,MM,MM
2019 05 08 18 42,10,1,1,MM,MM,MM,MM,1016.2,25.7,26.1,MM,MM,MM,MM
2019 05 08 18 48,340,1.5,2.6,MM,MM,MM,MM,1016.3,25.4,26.1,MM,MM,MM,MM
2019 05 08 18 54,320,2.1,2.6,MM,MM,MM,MM,1016.3,25.2,26.1,MM,MM,MM,MM
2019 05 08 19 00,330,1.5,2.6,MM,MM,MM,MM,1016.4,25.2,26.1,MM,MM,2.3,MM
2019 05 08 19 06,350,1.5,2.1,MM,MM,MM,MM,1016.4,25.1,26.1,MM,MM,MM,MM
2019 05 08 19 12,10,1.5,2.6,MM,MM,MM,MM,1016.4,24.9,26.1,MM,MM,MM,MM
2019 05 08 19 18,10,1,2.1,MM,MM,MM,MM,1016.4,24.9,26.1,MM,MM,MM,MM
2019 05 08 19 24,10,2.1,2.6,MM,MM,MM,MM,1016.5,24.9,26.1,MM,MM,MM,MM
2019 05 08 19 30,10,2.6,3.1,MM,MM,MM,MM,1016.5,25,26.1,MM,MM,MM,MM
2019 05 08 19 36,360,2.1,3.1,MM,MM,MM,MM,1016.6,24.9,26.1,MM,MM,MM,MM
2019 05 08 19 42,10,2.6,3.1,MM,MM,MM,MM,1016.6,25,26.1,MM,MM,MM,MM
2019 05 08 19 48,360,2.6,3.1,MM,MM,MM,MM,1016.6,25.1,26.1,MM,MM,MM,MM
2019 05 08 19 54,360,2.6,3.6,MM,MM,MM,MM,1016.6,25.1,26.1,MM,MM,MM,MM
2019 05 08 20 00,360,2.6,3.6,MM,MM,MM,MM,1016.7,25.3,26.1,MM,MM,2.1,MM
2019 05 08 20 06,10,3.1,3.6,MM,MM,MM,MM,1016.7,24.9,26.2,MM,MM,MM,MM
2019 05 08 20 12,10,3.1,4.1,MM,MM,MM,MM,1016.7,24.8,26.2,MM,MM,MM,MM
2019 05 08 20 18,10,3.6,4.1,MM,MM,MM,MM,1016.7,24.7,26.2,MM,MM,MM,MM
2019 05 08 20 24,20,3.6,4.1,MM,MM,MM,MM,1016.7,24.8,26.2,MM,MM,MM,MM
2019 05 08 20 30,20,3.1,3.6,MM,MM,MM,MM,1016.8,24.9,26.2,MM,MM,MM,MM
2019 05 08 20 36,20,3.1,3.6,MM,MM,MM,MM,1016.8,24.9,26.2,MM,MM,MM,MM
2019 05 08 20 42,20,3.1,3.6,MM,MM,MM,MM,1016.8,24.8,26.2,MM,MM,MM,MM
2019 05 08 20 48,20,3.1,3.6,MM,MM,MM,MM,1016.9,24.6,26.1,MM,MM,MM,MM
2019 05 08 20 54,20,3.1,3.6,MM,MM,MM,MM,1016.9,24.7,26.1,MM,MM,MM,MM
2019 05 08 21 00,20,3.1,3.6,MM,MM,MM,MM,1016.9,24.7,26.1,MM,MM,1.4,MM
2019 05 08 21 06,20,3.1,3.6,MM,MM,MM,MM,1016.8,24.9,26.1,MM,MM,MM,MM
2019 05 08 21 12,20,3.1,3.6,MM,MM,MM,MM,1016.9,24.9,26.1,MM,MM,MM,MM
2019 05 08 21 18,20,2.6,3.6,MM,MM,MM,MM,1016.9,25,26.1,MM,MM,MM,MM
2019 05 08 21 24,20,2.6,3.6,MM,MM,MM,MM,1016.8,25,26.1,MM,MM,MM,MM
2019 05 08 21 30,50,2.1,3.6,MM,MM,MM,MM,1016.7,25.1,26.1,MM,MM,MM,MM
2019 05 08 21 36,70,1.5,3.6,MM,MM,MM,MM,1016.6,25.8,26.1,MM,MM,MM,MM
2019 05 08 21 42,70,1.5,2.6,MM,MM,MM,MM,1016.6,26.4,26.1,MM,MM,MM,MM
2019 05 08 21 48,110,1.5,2.6,MM,MM,MM,MM,1016.6,27.3,26.1,MM,MM,MM,MM
2019 05 08 21 54,100,1.5,2.6,MM,MM,MM,MM,1016.6,26.9,26.1,MM,MM,MM,MM
2019 05 08 22 00,90,1,2.6,MM,MM,MM,MM,1016.5,26.5,26.1,MM,MM,0,MM
2019 05 08 22 06,90,1,3.6,MM,MM,MM,MM,1016.4,25.7,26.1,MM,MM,MM,MM
2019 05 08 22 12,110,1,2.1,MM,MM,MM,MM,1016.4,26.5,26.1,MM,MM,MM,MM
2019 05 08 22 18,110,2.1,2.6,MM,MM,MM,MM,1016.3,27.6,26.1,MM,MM,MM,MM
2019 05 08 22 24,110,1.5,3.1,MM,MM,MM,MM,1016.1,27.7,26.1,MM,MM,MM,MM
2019 05 08 22 30,100,1,3.6,MM,MM,MM,MM,1016.1,26.8,26.1,MM,MM,MM,MM
2019 05 08 22 36,100,1,3.6,MM,MM,MM,MM,1016.1,26.5,26.1,MM,MM,MM,MM
2019 05 08 22 42,100,1,2.6,MM,MM,MM,MM,1016,26,26.1,MM,MM,MM,MM
2019 05 08 22 48,110,0.5,2.1,MM,MM,MM,MM,1016,26.1,26.1,MM,MM,MM,MM
2019 05 08 22 54,100,0.5,2.1,MM,MM,MM,MM,1015.9,26,26.1,MM,MM,MM,MM
2019 05 08 23 00,100,1,2.6,MM,MM,MM,MM,1015.8,25.8,26.1,MM,MM,-0.9,MM
2019 05 08 23 06,MM,0,1.5,MM,MM,MM,MM,1015.8,26.2,26.1,MM,MM,MM,MM
2019 05 08 23 12,100,1,3.1,MM,MM,MM,MM,1015.8,26.6,26.1,MM,MM,MM,MM
2019 05 08 23 18,100,0.5,2.1,MM,MM,MM,MM,1015.7,26.1,26.1,MM,MM,MM,MM
2019 05 08 23 24,100,0.5,1.5,MM,MM,MM,MM,1015.7,26.5,26.1,MM,MM,MM,MM
2019 05 08 23 30,110,2.1,2.6,MM,MM,MM,MM,1015.7,26.5,26.1,MM,MM,MM,MM
